run,job_id,account,network,dataset,batch_size,granularity,base,meta,meta_stepsize,alpha0,gamma,augment,beta_clip,hier,lam,eta_ratio,seed,epochs_done,epochs_requested,best_test,final_test,final_train,collapsed,node,wallclock_min,provenance,dup_group,superseded,ep_to_85,ep_to_88,ep_to_90,plateau,ep_in_band_90,plateau5,auc,window_ok,complete
nl1-rms-n1d-s0,4832414,Account1,ResNet18,CIFAR10,100,nodewise1d,RMSProp,Lion,1e-4,1e-3,1,1,-15:-2.3026,,na,na,0,100,100,93.22,93.0,99.77,0,[HOST_e223b82d71],51,env,,0,10,13,20,92.903,19,93.052,89.907,1,1
nl1-rms-n1d-s1,4832422,Account1,ResNet18,CIFAR10,100,nodewise1d,RMSProp,Lion,1e-4,1e-3,1,1,-15:-2.3026,,na,na,1,100,100,93.16,93.07,99.8,0,[HOST_e223b82d71],52,env,,0,9,12,20,92.773,17,93.038,89.923,1,1
nl1-rms-n1d-s2,4832430,Account1,ResNet18,CIFAR10,100,nodewise1d,RMSProp,Lion,1e-4,1e-3,1,1,-15:-2.3026,,na,na,2,100,100,93.23,93.0,99.89,0,[HOST_af5f3a3791],50,env,,0,9,13,17,92.942,18,93.124,89.871,1,1
bl-sgd-001-s0,4687279,Account1,ResNet18,CIFAR10,100,?,SGD,?,,0.01,1,1,none,,na,na,0,100,100,94.26,94.06,99.99,0,[HOST_e223b82d71],29,env,,0,8,16,27,94.107,17,94.148,90.169,1,1
bl-sgd-003-s0,4687280,Account1,ResNet18,CIFAR10,100,?,SGD,?,,0.03,1,1,none,,na,na,0,100,100,94.76,94.66,99.99,0,[HOST_bcfd0fc19c],29,env,,0,10,18,37,94.641,22,94.694,89.57,1,1
bl-sgd-01-s0,4687281,Account1,ResNet18,CIFAR10,100,?,SGD,?,,0.1,1,1,none,,na,na,0,100,100,95.26,95.25,99.97,0,[HOST_e223b82d71],29,env,,0,33,53,56,94.733,8,95.18,86.544,1,1
bl-sgd-03-s0,4687282,Account1,ResNet18,CIFAR10,100,?,SGD,?,,0.3,1,1,none,,na,na,0,100,100,94.12,94.07,99.83,0,[HOST_e223b82d71],29,env,,0,69,76,82,92.679,4,94.024,77.41,1,1
bl-smoke,4687278,Account1,ResNet18,CIFAR10,100,?,SGD,?,,0.1,1,1,none,,na,na,0,2,2,66.38,66.38,60.13,0,[HOST_f0845cc956],0,env,,0,,,,,0,,59.6,0,1
bl-sgd-01-s1,4687285,Account1,ResNet18,CIFAR10,100,?,SGD,?,,0.1,1,1,none,,na,na,1,100,100,95.34,95.34,99.97,0,[HOST_bcfd0fc19c],29,env,,0,29,55,64,94.775,8,95.282,86.051,1,1
bl-sgd-03-s1,4687286,Account1,ResNet18,CIFAR10,100,?,SGD,?,,0.3,1,1,none,,na,na,1,100,100,94.21,94.17,99.85,0,[HOST_03eb56b6d1],29,env,,0,67,79,82,92.591,5,94.17,77.378,1,1
bl-sgd-001-s1,4687283,Account1,ResNet18,CIFAR10,100,?,SGD,?,,0.01,1,1,none,,na,na,1,100,100,94.3,94.22,99.99,0,[HOST_f0845cc956],29,env,,0,10,15,24,94.156,14,94.228,90.064,1,1
bl-sgd-003-s1,4687284,Account1,ResNet18,CIFAR10,100,?,SGD,?,,0.03,1,1,none,,na,na,1,100,100,94.97,94.86,99.99,0,[HOST_f0845cc956],29,env,,0,13,16,30,94.822,17,94.904,89.559,1,1
bl-sgd-03-s2,4687290,Account1,ResNet18,CIFAR10,100,?,SGD,?,,0.3,1,1,none,,na,na,2,100,100,94.52,94.5,99.83,0,[HOST_2f2f29d9e1],29,env,,0,68,72,80,92.817,5,94.432,77.624,1,1
bl-sgd-003-s2,4687288,Account1,ResNet18,CIFAR10,100,?,SGD,?,,0.03,1,1,none,,na,na,2,100,100,94.87,94.72,99.99,0,[HOST_e223b82d71],29,env,,0,11,17,27,94.712,19,94.778,89.514,1,1
bl-sgd-01-s2,4687289,Account1,ResNet18,CIFAR10,100,?,SGD,?,,0.1,1,1,none,,na,na,2,100,100,95.12,95.03,99.97,0,[HOST_bcfd0fc19c],29,env,,0,27,54,65,94.541,13,95.038,86.204,1,1
bl-sgd-001-s2,4687287,Account1,ResNet18,CIFAR10,100,?,SGD,?,,0.01,1,1,none,,na,na,2,100,100,94.28,94.09,100.0,0,[HOST_f0845cc956],29,env,,0,10,17,28,94.129,15,94.12,90.138,1,1
bl-sgd-003-s3,4687292,Account1,ResNet18,CIFAR10,100,?,SGD,?,,0.03,1,1,none,,na,na,3,100,100,94.97,94.84,99.98,0,[HOST_e223b82d71],29,env,,0,12,18,33,94.766,18,94.874,89.37,1,1
bl-sgd-001-s3,4687291,Account1,ResNet18,CIFAR10,100,?,SGD,?,,0.01,1,1,none,,na,na,3,100,100,94.27,94.2,99.99,0,[HOST_bcfd0fc19c],29,env,,0,9,16,23,94.15,19,94.154,90.026,1,1
bl-sgd-03-s3,4687294,Account1,ResNet18,CIFAR10,100,?,SGD,?,,0.3,1,1,none,,na,na,3,100,100,94.09,94.09,99.84,0,[HOST_8d6ba568b8],60,env,,0,66,78,84,92.403,3,93.998,77.935,1,1
bl-sgd-01-s3,4687293,Account1,ResNet18,CIFAR10,100,?,SGD,?,,0.1,1,1,none,,na,na,3,100,100,95.1,95.05,99.96,0,[HOST_e223b82d71],29,env,,0,33,55,59,94.679,11,95.04,86.02,1,1
bl-sgd-01-s4,4687297,Account1,ResNet18,CIFAR10,100,?,SGD,?,,0.1,1,1,none,,na,na,4,100,100,95.17,95.04,99.97,0,[HOST_bcfd0fc19c],29,env,,0,25,50,64,94.684,8,95.082,86.237,1,1
bl-sgd-001-s4,4687295,Account1,ResNet18,CIFAR10,100,?,SGD,?,,0.01,1,1,none,,na,na,4,100,100,94.3,94.22,99.99,0,[HOST_f0845cc956],29,env,,0,11,15,26,94.203,14,94.212,90.111,1,1
bl-sgd-03-s4,4687298,Account1,ResNet18,CIFAR10,100,?,SGD,?,,0.3,1,1,none,,na,na,4,100,100,94.35,94.33,99.8,0,[HOST_03eb56b6d1],29,env,,0,66,78,82,92.871,4,94.28,77.656,1,1
bl-sgd-003-s4,4687296,Account1,ResNet18,CIFAR10,100,?,SGD,?,,0.03,1,1,none,,na,na,4,100,100,95.04,95.04,99.99,0,[HOST_f0845cc956],29,env,,0,12,17,39,94.891,23,94.97,89.6,1,1
cau1-lr04-s50,4945792,Account2,ResNet18,CIFAR10,100,?,SGD,?,,0.4,,0,none,,na,na,50,100,100,88.82,88.72,100.0,0,[HOST_7ad9659165],27,env,,0,83,85,,88.068,0,88.752,75.595,1,1
cau1-lr0005-s50,4945786,Account2,ResNet18,CIFAR10,100,?,SGD,?,,0.005,,0,none,,na,na,50,100,100,85.66,85.66,100.0,0,[HOST_e8d809bd94],31,env,,0,21,,,85.448,0,85.49,84.043,1,1
cau1-lr001-s50,4945787,Account2,ResNet18,CIFAR10,100,?,SGD,?,,0.01,,0,none,,na,na,50,100,100,87.88,87.49,100.0,0,[HOST_7ad9659165],28,env,,0,15,,,87.454,0,87.504,86.091,1,1
cau1-lr005-s50,4945789,Account2,ResNet18,CIFAR10,100,?,SGD,?,,0.05,,0,none,,na,na,50,100,100,89.24,89.14,100.0,0,[HOST_82468b95f4],22,env,,0,54,59,,89.059,29,89.058,84.456,1,1
cau1-lr02-s50,4945791,Account2,ResNet18,CIFAR10,100,?,SGD,?,,0.2,,0,none,,na,na,50,100,100,89.76,89.61,100.0,0,[HOST_89e2c8be67],21,env,,0,73,79,,89.565,21,89.642,80.737,1,1
cau1-lr002-s50,4945788,Account2,ResNet18,CIFAR10,100,?,SGD,?,,0.02,,0,none,,na,na,50,100,100,89.05,88.81,100.0,0,[HOST_7ad9659165],27,env,,0,28,36,,88.837,1,88.796,85.793,1,1
cau1-lr01-s50,4945790,Account2,ResNet18,CIFAR10,100,?,SGD,?,,0.1,,0,none,,na,na,50,100,100,89.37,89.2,100.0,0,[HOST_e8d809bd94],29,env,,0,64,70,,89.232,25,89.216,83.117,1,1
cau1-lr02-s51,4945836,Account2,ResNet18,CIFAR10,100,?,SGD,?,,0.2,,0,none,,na,na,51,100,100,89.46,89.41,100.0,0,[HOST_e8d809bd94],29,env,,0,74,79,,89.282,19,89.38,80.7,1,1
cau1-lr04-s51,4945837,Account2,ResNet18,CIFAR10,100,?,SGD,?,,0.4,,0,none,,na,na,51,100,100,88.37,88.37,100.0,0,[HOST_89e2c8be67],21,env,,0,83,86,,87.561,0,88.354,74.708,1,1
cau1-lr001-s51,4945832,Account2,ResNet18,CIFAR10,100,?,SGD,?,,0.01,,0,none,,na,na,51,100,100,87.31,86.83,100.0,0,[HOST_6dc36997e3],26,env,,0,17,,,86.749,0,86.762,85.465,1,1
cau1-lr01-s51,4945835,Account2,ResNet18,CIFAR10,100,?,SGD,?,,0.1,,0,none,,na,na,51,100,100,89.8,89.63,100.0,0,[HOST_2f2f29d9e1],29,env,,0,68,71,,89.664,28,89.676,83.009,1,1
cau1-lr0005-s51,4945795,Account2,ResNet18,CIFAR10,100,?,SGD,?,,0.005,,0,none,,na,na,51,100,100,85.3,85.25,100.0,0,[HOST_b0a55dfb8c],30,env,,0,21,,,85.12,0,85.14,83.889,1,1
cau1-lr005-s51,4945834,Account2,ResNet18,CIFAR10,100,?,SGD,?,,0.05,,0,none,,na,na,51,100,100,89.08,88.88,100.0,0,[HOST_7ad9659165],29,env,,0,51,54,,88.787,4,88.75,84.283,1,1
cau1-lr002-s51,4945833,Account2,ResNet18,CIFAR10,100,?,SGD,?,,0.02,,0,none,,na,na,51,100,100,88.55,88.33,100.0,0,[HOST_b0a55dfb8c],29,env,,0,26,30,,88.29,0,88.296,85.545,1,1
cau1-lr02-s52,4945845,Account2,ResNet18,CIFAR10,100,?,SGD,?,,0.2,,0,none,,na,na,52,100,100,89.88,89.84,100.0,0,[HOST_82468b95f4],22,env,,0,73,76,,89.771,23,89.824,80.648,1,1
cau1-lr0005-s52,4945840,Account2,ResNet18,CIFAR10,100,?,SGD,?,,0.005,,0,none,,na,na,52,100,100,85.72,85.4,100.0,0,[HOST_ae9488be04],24,env,,0,15,,,85.49,0,85.524,84.109,1,1
cau1-lr04-s52,4945846,Account2,ResNet18,CIFAR10,100,?,SGD,?,,0.4,,0,none,,na,na,52,100,100,89.02,88.79,100.0,0,[HOST_ae9488be04],23,env,,0,83,85,,88.106,1,88.894,75.029,1,1
cau1-lr001-s52,4945841,Account2,ResNet18,CIFAR10,100,?,SGD,?,,0.01,,0,none,,na,na,52,100,100,87.2,86.94,100.0,0,[HOST_6dc36997e3],23,env,,0,18,,,86.941,0,86.988,85.393,1,1
cau1-lr01-s52,4945844,Account2,ResNet18,CIFAR10,100,?,SGD,?,,0.1,,0,none,,na,na,52,100,100,89.65,89.52,100.0,0,[HOST_2f2f29d9e1],29,env,,0,66,69,,89.52,28,89.576,82.842,1,1
cau1-lr002-s52,4945842,Account2,ResNet18,CIFAR10,100,?,SGD,?,,0.02,,0,none,,na,na,52,100,100,88.29,88.05,100.0,0,[HOST_7ad9659165],28,env,,0,23,67,,88.141,0,88.136,85.155,1,1
cau1-lr005-s52,4945843,Account2,ResNet18,CIFAR10,100,?,SGD,?,,0.05,,0,none,,na,na,52,100,100,88.7,88.54,100.0,0,[HOST_b9efa05339],26,env,,0,50,53,,88.594,0,88.588,84.36,1,1
nl1-sgd-c23-s0,4832411,Account1,ResNet18,CIFAR10,100,chunk2325,SGD,Lion,1e-4,1e-3,1,1,-15:-2.3026,,na,na,0,100,100,93.24,92.61,99.56,0,[HOST_f0845cc956],51,env,,0,28,44,51,92.303,13,92.452,83.604,1,1
nl1-sgd-c23-s1,4832419,Account1,ResNet18,CIFAR10,100,chunk2325,SGD,Lion,1e-4,1e-3,1,1,-15:-2.3026,,na,na,1,100,100,93.01,92.51,99.5,0,[HOST_f0845cc956],51,env,,0,28,38,51,92.242,14,91.878,83.799,1,1
nl1-sgd-c23-s2,4832427,Account1,ResNet18,CIFAR10,100,chunk2325,SGD,Lion,1e-4,1e-3,1,1,-15:-2.3026,,na,na,2,100,100,93.07,93.07,99.51,0,[HOST_e223b82d71],50,env,,0,31,44,50,92.354,12,92.79,83.573,1,1
nl1-sgd-ch-s0,4832409,Account1,ResNet18,CIFAR10,100,chunk777,SGD,Lion,1e-4,1e-3,1,1,-15:-2.3026,,na,na,0,100,100,93.12,91.38,99.1,0,[HOST_7b4dd78541],51,env,,0,27,48,49,91.905,22,92.15,83.021,1,1
nl1-sgd-ch-s1,4832417,Account1,ResNet18,CIFAR10,100,chunk777,SGD,Lion,1e-4,1e-3,1,1,-15:-2.3026,,na,na,1,100,100,92.97,92.81,99.23,0,[HOST_e223b82d71],50,env,,0,30,42,60,91.848,17,92.374,83.121,1,1
nl1-sgd-ch-s2,4832425,Account1,ResNet18,CIFAR10,100,chunk777,SGD,Lion,1e-4,1e-3,1,1,-15:-2.3026,,na,na,2,100,100,92.72,92.62,99.16,0,[HOST_f0845cc956],50,env,,0,36,50,56,91.441,17,92.05,82.751,1,1
bm2-sgd-ch-s3,4848873,Account1,ResNet18,CIFAR10,100,chunk777,SGD,Lion,1e-4,1e-3,1,1,-15:-2.3026,,na,na,3,100,100,92.85,91.31,99.16,0,[HOST_e223b82d71],50,env,,0,31,40,57,91.674,21,92.162,83.017,1,1
bm2-sgd-ch-s4,4848877,Account1,ResNet18,CIFAR10,100,chunk777,SGD,Lion,1e-4,1e-3,1,1,-15:-2.3026,,na,na,4,100,100,92.92,92.22,99.09,0,[HOST_b0a55dfb8c],51,env,,0,32,47,47,91.556,20,92.064,82.686,1,1
bm2-sgd-ch-s5,4848881,Account1,ResNet18,CIFAR10,100,chunk777,SGD,Lion,1e-4,1e-3,1,1,-15:-2.3026,,na,na,5,100,100,92.92,91.95,99.13,0,[HOST_2f2f29d9e1],51,env,,0,32,40,57,91.549,15,92.316,83.244,1,1
nl1-sgd-node-s0,4832408,Account1,ResNet18,CIFAR10,100,nodewise,SGD,Lion,1e-4,1e-3,1,1,-15:-2.3026,,na,na,0,100,100,92.53,92.53,98.83,0,[HOST_7b4dd78541],43,env,,0,34,42,58,91.1,29,91.248,83.211,1,1
nl1-sgd-node-s1,4832416,Account1,ResNet18,CIFAR10,100,nodewise,SGD,Lion,1e-4,1e-3,1,1,-15:-2.3026,,na,na,1,100,100,92.25,91.48,98.82,0,[HOST_e223b82d71],43,env,,0,35,41,49,91.021,30,91.072,82.881,1,1
nl1-sgd-node-s2,4832424,Account1,ResNet18,CIFAR10,100,nodewise,SGD,Lion,1e-4,1e-3,1,1,-15:-2.3026,,na,na,2,100,100,92.9,91.59,98.56,0,[HOST_f0845cc956],43,env,,0,33,39,54,90.649,25,91.148,82.6,1,1
bm2-sgd-node-s3,4848872,Account1,ResNet18,CIFAR10,100,nodewise,SGD,Lion,1e-4,1e-3,1,1,-15:-2.3026,,na,na,3,100,100,92.41,91.13,98.74,0,[HOST_e223b82d71],43,env,,0,33,43,61,91.111,22,91.288,82.977,1,1
bm2-sgd-node-s4,4848876,Account1,ResNet18,CIFAR10,100,nodewise,SGD,Lion,1e-4,1e-3,1,1,-15:-2.3026,,na,na,4,100,100,92.58,92.58,98.69,0,[HOST_f0845cc956],43,env,,0,33,47,59,90.799,26,91.138,82.684,1,1
bm2-sgd-node-s5,4848880,Account1,ResNet18,CIFAR10,100,nodewise,SGD,Lion,1e-4,1e-3,1,1,-15:-2.3026,,na,na,5,100,100,92.39,91.99,98.68,0,[HOST_2f2f29d9e1],43,env,,0,29,43,57,90.738,27,91.182,82.936,1,1
nl1-sgd-n1d-s0,4832410,Account1,ResNet18,CIFAR10,100,nodewise1d,SGD,Lion,1e-4,1e-3,1,1,-15:-2.3026,,na,na,0,100,100,93.15,92.1,99.16,0,[HOST_03eb56b6d1],50,env,,0,29,45,49,91.7,23,92.092,83.321,1,1
nl1-sgd-n1d-s1,4832418,Account1,ResNet18,CIFAR10,100,nodewise1d,SGD,Lion,1e-4,1e-3,1,1,-15:-2.3026,,na,na,1,100,100,93.13,92.29,99.33,0,[HOST_af5f3a3791],48,env,,0,31,38,52,91.769,20,91.678,83.35,1,1
nl1-sgd-n1d-s2,4832426,Account1,ResNet18,CIFAR10,100,nodewise1d,SGD,Lion,1e-4,1e-3,1,1,-15:-2.3026,,na,na,2,100,100,93.02,91.65,99.15,0,[HOST_33a7663c70],109,env,,0,31,48,57,91.356,20,91.774,83.131,1,1
ck1-k1-s0,4708251,Account1,ResNet18,CIFAR10,100,chunk1,SGDm,Lion,1e-4,1e-3,1,1,-15:-2.3026,,na,na,0,100,100,91.58,90.53,96.35,0,[HOST_fd0c0ddbe6],62,env,,0,31,43,63,90.848,35,90.79,83.11,1,1
ck1-k1-s1,4708252,Account1,ResNet18,CIFAR10,100,chunk1,SGDm,Lion,1e-4,1e-3,1,1,-15:-2.3026,,na,na,1,100,100,91.66,91.14,96.12,0,[HOST_fd0c0ddbe6],59,env,,0,29,44,62,90.883,35,91.23,83.204,1,1
ck1-k1-s2,4708253,Account1,ResNet18,CIFAR10,100,chunk1,SGDm,Lion,1e-4,1e-3,1,1,-15:-2.3026,,na,na,2,100,100,91.73,90.23,96.4,0,[HOST_e5f7f0d5f9],115,env,,0,32,43,67,90.894,28,90.918,83.075,1,1
ck1-k1024-s0,4708263,Account1,ResNet18,CIFAR10,100,chunk1024,SGDm,Lion,1e-4,1e-3,1,1,-15:-2.3026,,na,na,0,100,100,93.11,92.91,99.08,0,[HOST_2f2f29d9e1],52,env,,0,26,38,47,92.578,17,92.644,84.564,1,1
ck1-k1024-s1,4708264,Account1,ResNet18,CIFAR10,100,chunk1024,SGDm,Lion,1e-4,1e-3,1,1,-15:-2.3026,,na,na,1,100,100,93.05,92.95,99.19,0,[HOST_b9efa05339],60,env,,0,27,35,47,92.504,14,92.552,84.577,1,1
ck1-k1024-s2,4708265,Account1,ResNet18,CIFAR10,100,chunk1024,SGDm,Lion,1e-4,1e-3,1,1,-15:-2.3026,,na,na,2,100,100,92.88,92.02,98.98,0,[HOST_fd0c0ddbe6],58,env,,0,25,38,49,92.38,19,92.382,84.632,1,1
ck1-k128-s0,4708260,Account1,ResNet18,CIFAR10,100,chunk128,SGDm,Lion,1e-4,1e-3,1,1,-15:-2.3026,,na,na,0,100,100,92.6,91.85,97.81,0,[HOST_0315e55916],57,env,,0,28,39,55,91.86,21,92.08,83.785,1,1
ck1-k128-s1,4708261,Account1,ResNet18,CIFAR10,100,chunk128,SGDm,Lion,1e-4,1e-3,1,1,-15:-2.3026,,na,na,1,100,100,92.78,92.78,98.26,0,[HOST_220cfa1024],54,env,,0,26,43,54,91.944,13,92.112,83.852,1,1
ck1-k128-s2,4708262,Account1,ResNet18,CIFAR10,100,chunk128,SGDm,Lion,1e-4,1e-3,1,1,-15:-2.3026,,na,na,2,100,100,92.88,92.29,98.3,0,[HOST_06f76743f2],55,env,,0,29,42,56,91.879,22,92.284,83.826,1,1
ck1-k16-s0,4708257,Account1,ResNet18,CIFAR10,100,chunk16,SGDm,Lion,1e-4,1e-3,1,1,-15:-2.3026,,na,na,0,100,100,92.26,92.26,96.98,0,[HOST_6dc36997e3],58,env,,0,32,45,63,91.378,30,91.498,83.22,1,1
ck1-k16-s1,4708258,Account1,ResNet18,CIFAR10,100,chunk16,SGDm,Lion,1e-4,1e-3,1,1,-15:-2.3026,,na,na,1,100,100,91.98,90.03,96.98,0,[HOST_6dc36997e3],59,env,,0,32,46,56,91.066,31,90.894,83.374,1,1
ck1-k16-s2,4708259,Account1,ResNet18,CIFAR10,100,chunk16,SGDm,Lion,1e-4,1e-3,1,1,-15:-2.3026,,na,na,2,100,100,92.05,91.5,97.22,0,[HOST_03eb56b6d1],51,env,,0,32,43,58,91.233,27,91.84,83.363,1,1
ck1-k2-s0,4708254,Account1,ResNet18,CIFAR10,100,chunk2,SGDm,Lion,1e-4,1e-3,1,1,-15:-2.3026,,na,na,0,100,100,91.68,91.19,96.41,0,[HOST_e5f7f0d5f9],113,env,,0,31,45,55,90.975,32,91.096,83.011,1,1
ck1-k2-s1,4708255,Account1,ResNet18,CIFAR10,100,chunk2,SGDm,Lion,1e-4,1e-3,1,1,-15:-2.3026,,na,na,1,100,100,92.0,91.0,96.73,0,[HOST_bcfd0fc19c],53,env,,0,33,43,54,90.874,34,91.136,83.221,1,1
ck1-k2-s2,4708256,Account1,ResNet18,CIFAR10,100,chunk2,SGDm,Lion,1e-4,1e-3,1,1,-15:-2.3026,,na,na,2,100,100,91.73,90.76,96.4,0,[HOST_bcfd0fc19c],53,env,,0,30,41,61,90.757,34,91.052,83.12,1,1
ar1-c23-s0,4712725,Account1,ResNet18,CIFAR10,100,chunk2325,SGDm,Lion,3e-4,1e-3,1,1,-15:-2.3026,,na,na,0,100,100,93.21,93.21,99.88,0,[HOST_8132501753],114,env,,0,21,26,34,92.972,14,93.08,86.765,1,1
fa1-c23-s0,4737879,Account1,ResNet18,CIFAR10,100,chunk2325,SGDm,Lion,3e-4,1e-3,1,1,-25:-2.3026,,na,na,0,100,100,93.44,93.29,99.89,0,[HOST_220cfa1024],58,env,,0,20,26,32,93.114,15,93.234,86.868,1,1
hz3-c23-s0,4782010,Account1,ResNet18,CIFAR10,100,chunk2325,SGDm,Lion,1e-4,1e-3,1,1,-30:9.0,,na,na,0,300,300,93.72,93.49,99.93,0,[HOST_b0a55dfb8c],156,env,,0,26,37,45,93.255,14,93.222,90.504,1,1
bn1-c23-s0,4709615,Account1,ResNet18,CIFAR10,100,chunk2325,SGDm,Lion,1e-4,1e-3,1,1,-15:-2.3026,,na,na,0,100,100,93.21,93.05,99.44,0,[HOST_f0845cc956],51,env,,0,25,38,49,92.603,14,92.964,84.841,1,1
rl3-c23-m3e4-s0,4782161,Account2,ResNet18,CIFAR10,100,chunk2325,SGDm,Lion,3e-4,1e-3,1,1,-30:9.0,,na,na,0,100,100,93.29,92.73,99.92,0,[HOST_15f3f0166d],48,env,,0,20,26,35,93.019,13,93.058,86.819,1,1
ml2-rms-c23-s0,4837238,Account2,ResNet18,CIFAR10,100,chunk2325,SGDm,Lion,1e-4,1e-3,1,1,-15:-2.3026,,na,na,0,100,100,93.26,92.61,99.3,0,[HOST_f0845cc956],51,env,ml2-c23-s0,0,26,37,47,92.729,18,92.932,84.961,1,1
ml2-adam-c23-s0,4837234,Account2,ResNet18,CIFAR10,100,chunk2325,SGDm,Lion,1e-4,1e-3,1,1,-15:-2.3026,,na,na,0,100,100,93.25,93.25,99.29,0,[HOST_e8d809bd94],51,env,ml2-c23-s0,0,24,36,47,92.609,16,92.76,84.867,1,1
rl3-c23-m1e4-s0,4782149,Account2,ResNet18,CIFAR10,100,chunk2325,SGDm,Lion,1e-4,1e-3,1,1,-30:9.0,,na,na,0,100,100,92.97,92.11,99.15,0,[HOST_15f3f0166d],49,env,,0,25,34,47,92.409,18,92.508,84.785,1,1
ar1-c23-s1,4712729,Account1,ResNet18,CIFAR10,100,chunk2325,SGDm,Lion,3e-4,1e-3,1,1,-15:-2.3026,,na,na,1,100,100,93.31,93.15,99.9,0,[HOST_e223b82d71],51,env,,0,23,27,36,92.979,10,92.956,86.764,1,1
hz3-c23-s1,4782014,Account1,ResNet18,CIFAR10,100,chunk2325,SGDm,Lion,1e-4,1e-3,1,1,-30:9.0,,na,na,1,300,300,93.68,93.23,99.93,0,[HOST_e223b82d71],156,env,,0,26,35,43,93.275,14,93.288,90.456,1,1
fa1-c23-s1,4737883,Account1,ResNet18,CIFAR10,100,chunk2325,SGDm,Lion,3e-4,1e-3,1,1,-25:-2.3026,,na,na,1,100,100,93.1,92.9,99.88,0,[HOST_fd0c0ddbe6],60,env,,0,21,26,34,92.895,8,93.002,86.811,1,1
bn1-c23-s1,4709618,Account1,ResNet18,CIFAR10,100,chunk2325,SGDm,Lion,1e-4,1e-3,1,1,-15:-2.3026,,na,na,1,100,100,93.12,93.12,99.28,0,[HOST_2f2f29d9e1],51,env,,0,27,35,42,92.62,15,92.928,84.878,1,1
ml2-adam-c23-s1,4837242,Account2,ResNet18,CIFAR10,100,chunk2325,SGDm,Lion,1e-4,1e-3,1,1,-15:-2.3026,,na,na,1,100,100,93.35,92.84,99.35,0,[HOST_bcfd0fc19c],51,env,ml2-c23-s1,0,26,35,48,92.59,17,92.928,84.817,1,1
ml2-rms-c23-s1,4837246,Account2,ResNet18,CIFAR10,100,chunk2325,SGDm,Lion,1e-4,1e-3,1,1,-15:-2.3026,,na,na,1,100,100,93.16,93.16,99.33,0,[HOST_e8d809bd94],51,env,ml2-c23-s1,0,28,35,44,92.681,17,92.966,84.916,1,1
rl3-c23-m1e4-s1,4782153,Account2,ResNet18,CIFAR10,100,chunk2325,SGDm,Lion,1e-4,1e-3,1,1,-30:9.0,,na,na,1,100,100,93.08,92.84,99.31,0,[HOST_fd0c0ddbe6],62,env,,0,27,34,44,92.544,18,92.646,84.856,1,1
rl3-c23-m3e4-s1,4782165,Account2,ResNet18,CIFAR10,100,chunk2325,SGDm,Lion,3e-4,1e-3,1,1,-30:9.0,,na,na,1,100,100,93.49,93.49,99.91,0,[HOST_e8d809bd94],51,env,,0,20,26,36,93.183,9,93.304,86.893,1,1
fa1-c23-s2,4737887,Account1,ResNet18,CIFAR10,100,chunk2325,SGDm,Lion,3e-4,1e-3,1,1,-25:-2.3026,,na,na,2,100,100,93.04,92.78,99.88,0,[HOST_06f76743f2],56,env,,0,20,25,36,92.775,11,92.836,86.724,1,1
hz3-c23-s2,4782018,Account1,ResNet18,CIFAR10,100,chunk2325,SGDm,Lion,1e-4,1e-3,1,1,-30:9.0,,na,na,2,300,300,93.48,93.07,99.92,0,[HOST_b0a55dfb8c],156,env,,0,25,35,46,93.096,18,93.076,90.423,1,1
ar1-c23-s2,4712733,Account1,ResNet18,CIFAR10,100,chunk2325,SGDm,Lion,3e-4,1e-3,1,1,-15:-2.3026,,na,na,2,100,100,93.31,93.02,99.9,0,[HOST_2f2f29d9e1],51,env,,0,19,26,32,92.84,10,93.006,86.775,1,1
bn1-c23-s2,4709621,Account1,ResNet18,CIFAR10,100,chunk2325,SGDm,Lion,1e-4,1e-3,1,1,-15:-2.3026,,na,na,2,100,100,93.05,92.39,99.19,0,[HOST_bcfd0fc19c],51,env,,0,26,34,49,92.509,16,92.826,84.911,1,1
ml2-adam-c23-s2,4837250,Account2,ResNet18,CIFAR10,100,chunk2325,SGDm,Lion,1e-4,1e-3,1,1,-15:-2.3026,,na,na,2,100,100,92.95,92.71,99.38,0,[HOST_82468b95f4],49,env,ml2-c23-s2,0,29,36,44,92.379,18,92.636,84.885,1,1
rl3-c23-m3e4-s2,4782169,Account2,ResNet18,CIFAR10,100,chunk2325,SGDm,Lion,3e-4,1e-3,1,1,-30:9.0,,na,na,2,100,100,93.15,93.09,99.9,0,[HOST_725a8a8fc9],50,env,,0,20,24,36,92.932,11,92.982,86.768,1,1
ml2-rms-c23-s2,4837254,Account2,ResNet18,CIFAR10,100,chunk2325,SGDm,Lion,1e-4,1e-3,1,1,-15:-2.3026,,na,na,2,100,100,93.38,92.14,99.23,0,[HOST_bcfd0fc19c],51,env,ml2-c23-s2,0,25,34,42,92.639,22,92.916,85.031,1,1
rl3-c23-m1e4-s2,4782157,Account2,ResNet18,CIFAR10,100,chunk2325,SGDm,Lion,1e-4,1e-3,1,1,-30:9.0,,na,na,2,100,100,93.34,92.52,99.32,0,[HOST_e8d809bd94],51,env,,0,27,34,48,92.567,17,92.806,84.764,1,1
cc1-c23-s3,4715636,Account1,ResNet18,CIFAR10,100,chunk2325,SGDm,Lion,1e-4,1e-3,1,1,-15:-2.3026,,na,na,3,100,100,93.06,92.73,99.29,0,[HOST_b9efa05339],60,env,,0,28,33,45,92.522,20,92.766,84.825,1,1
