cell,run,seed,test_plateau5_pct,raw_plateau5_pct,raw_log,raw_log_sha256
tl1-a6-plain,tl1-a6-plain-s0,0,91.14,91.14,tl1-a6-plain-s0-4886423.out,5be5cf13bdffd0b708a0ed880c1b90b4e0fa2b7d3c5803ea6a28301ecbab6493
tl1-a6-plain,tl1-a6-plain-s1,1,91.096,91.096,tl1-a6-plain-s1-4886430.out,024c769535365c36217237b598fb60e3a90916bfd8dc5c2e7c79cc47d121b598
tl1-a6-plain,tl1-a6-plain-s2,2,90.776,90.776,tl1-a6-plain-s2-4886437.out,057ddc5cf8a28a3f024ab3d10232d2b9a93d3cf7c0ab9e973f89bfbc93a86c9b
tl1-a6-r0,tl1-a6-r0-s0,0,87.798,87.798,tl1-a6-r0-s0-4886418.out,428b448ef40cff44bd69b90dcda09ad8a072a9b0a61ef5ec3a2890d18cdf77e1
tl1-a6-r0,tl1-a6-r0-s1,1,87.998,87.998,tl1-a6-r0-s1-4886425.out,0abd430c789492989d7457f49fa70d397c6a075fea6f66abc94033d05de0c183
tl1-a6-r0,tl1-a6-r0-s2,2,87.98,87.98,tl1-a6-r0-s2-4886432.out,a73505f06fc04321648fd8957daa77c6d9c619479f0d29ce60f8e20c14b0d615
tl1-a6-r003,tl1-a6-r003-s0,0,90.392,90.392,tl1-a6-r003-s0-4886419.out,a891caf8778ececa1c717e159509793a59f0e045fff233fa35bf99f55cf8bb61
tl1-a6-r003,tl1-a6-r003-s1,1,90.082,90.08200000000001,tl1-a6-r003-s1-4886426.out,d7c0ccdc3e98f4fa3a843c20af60901f74c6b63003a22f3fe4d8cfbff5236c17
tl1-a6-r003,tl1-a6-r003-s2,2,90.082,90.082,tl1-a6-r003-s2-4886433.out,f564e8c310bc805401eb6efa51169d4eb01e10d2e6d932d6f21cc67027999753
tl1-a6-r01,tl1-a6-r01-s0,0,90.784,90.784,tl1-a6-r01-s0-4886420.out,11177513d50c16ddae818674bcd6b61945c125d674f7ebbed75fbed3a3d7d463
tl1-a6-r01,tl1-a6-r01-s1,1,90.744,90.744,tl1-a6-r01-s1-4886427.out,ae488bad9dcef86fa7cae5e56c399ddddd3ed117eac69cddeebe5bb73fe8a0cb
tl1-a6-r01,tl1-a6-r01-s2,2,90.726,90.726,tl1-a6-r01-s2-4886434.out,4599e650e95d14810e884243a573b251254dfb932843ee272f9b670b8e56c99e
tl1-a6-r03,tl1-a6-r03-s0,0,90.662,90.662,tl1-a6-r03-s0-4886421.out,0601f7cf243dfa87d4086cedbd3c09c573f4652d45ba0586e4757f1c75061bf0
tl1-a6-r03,tl1-a6-r03-s1,1,90.592,90.592,tl1-a6-r03-s1-4886428.out,3f6c42756cc7ec29688b81039dd3455f3524b07300934ff5ac5c4d07d1cbc031
tl1-a6-r03,tl1-a6-r03-s2,2,90.592,90.592,tl1-a6-r03-s2-4886435.out,c288f282b277adf71f6c7abb726575f9ac5a2aba142ccc289069ec4beae0ceaf
tl1-a6-r1,tl1-a6-r1-s0,0,90.712,90.712,tl1-a6-r1-s0-4886422.out,004cf8398aadde3105f662a7a61dfb1e94ebf4c067fcf8447a3eec6931e240a3
tl1-a6-r1,tl1-a6-r1-s1,1,90.706,90.706,tl1-a6-r1-s1-4886429.out,2f7fab137dbb52a80a0456e51f0ca79ca68fe9c60c79075f6378c41825f4d84a
tl1-a6-r1,tl1-a6-r1-s2,2,90.602,90.602,tl1-a6-r1-s2-4886436.out,272ab0f15244528a02d264c47bb072be27b533306e81b5b97fd7da580cd18446
tl1-a6-scal,tl1-a6-scal-s0,0,87.792,87.792,tl1-a6-scal-s0-4886424.out,a3253b909431c1b76e4be53f61bab7920774411f6e679071a95c7715cff06977
tl1-a6-scal,tl1-a6-scal-s1,1,88.324,88.324,tl1-a6-scal-s1-4886431.out,e36355bcd8326ec15a4726e8fe1580b88d85ae142ac1da6295abc59ad9e3925a
tl1-a6-scal,tl1-a6-scal-s2,2,88.022,88.022,tl1-a6-scal-s2-4886438.out,6e51ecd5372d936ec75468c7f18d68a52401fbd4f23702d9ee135aaea83f7448
eb1-a06,eb1-a06-s0,0,93.368,93.368,eb1-a06-s0-4886463.out,44399ded79a51d1124cba1ba64fbe00918bc17083bf7f55ed22a41d3be3796d2
eb1-a06,eb1-a06-s1,1,93.466,93.46600000000001,eb1-a06-s1-4886469.out,31e11d6f5c1eb14448c1f157a9c8f8aa5d7353f530c05fbec76de6e7f4711240
eb1-a06,eb1-a06-s2,2,93.15,93.15,eb1-a06-s2-4886475.out,f41c5702f958231e2ab77f2c6c45af78cc2b6d559eb9684bd1295392837ae85f
eb1-a1,eb1-a1-s0,0,91.04,91.04,eb1-a1-s0-4886462.out,4e0469ca64c2cd3fa3e6e1c814bf617024af18d022088cf2978982e4dc6ec1f8
eb1-a1,eb1-a1-s1,1,91.048,91.048,eb1-a1-s1-4886468.out,1cfdd70577aa5b1ef51918866d31a8698ecdb8ab25c58a745300b7572284e956
eb1-a1,eb1-a1-s2,2,90.982,90.982,eb1-a1-s2-4886474.out,57947730707dcc13fbfe0a0259d5cd544ac94bc2e8fe40f36d870d8029aa4efe
eb1-ebjr,eb1-ebjr-s0,0,91.036,91.036,eb1-ebjr-s0-4886465.out,b4f8be64122662ecbbb2d88932c068b97422d53748043c9cc962b60fb63f4411
eb1-ebjr,eb1-ebjr-s1,1,91.324,91.324,eb1-ebjr-s1-4886471.out,cc1a3c39188a30fca89c8f92d7a5d716f0797867cc785fe9e2cd89b0bbbfb71f
eb1-ebjr,eb1-ebjr-s2,2,90.874,90.87400000000001,eb1-ebjr-s2-4886477.out,d066a53244158b834d7b087107dea124407476862a98eb77faa142ba4475beb7
eb1-ebjs,eb1-ebjs-s0,0,91.14,91.14,eb1-ebjs-s0-4886464.out,b67cf66a2f7022ad574abbec91141bda53edad2963ab378ff6a9fb3bbb8625fe
eb1-ebjs,eb1-ebjs-s1,1,91.204,91.204,eb1-ebjs-s1-4886470.out,a3655cc00224bfb369f8aab85cd4e7a0c8abab114169576c77efcf9cc8937d26
eb1-ebjs,eb1-ebjs-s2,2,90.85,90.85000000000001,eb1-ebjs-s2-4886476.out,c4b199c8e4d3cc9587d2431876efb59d0f5b1c7191e60c0ad18e9105582bddfb
eb1-ebjz,eb1-ebjz-s0,0,90.824,90.824,eb1-ebjz-s0-4886466.out,c937a03160b79a3f24713634483f19af63576bde75c39c8c7648af0374297d2c
eb1-ebjz,eb1-ebjz-s1,1,90.656,90.65599999999999,eb1-ebjz-s1-4886472.out,8eb749f7b16fe0b1c9737bdd284d68ee4c6021ca0a07cf95223e83053063e414
eb1-ebjz,eb1-ebjz-s2,2,91.084,91.084,eb1-ebjz-s2-4886478.out,24a64b638b51cf0db8c8be69fddc60b50e4ef575f86d077f3e75dfe0724f191b
eb1-lay,eb1-lay-s0,0,91.006,91.006,eb1-lay-s0-4886461.out,a92858540d2cf8996373e5538f512055323867dbf2df1bbbf03104f0186c01a9
eb1-lay,eb1-lay-s1,1,90.95,90.95,eb1-lay-s1-4886467.out,4e2da43aa43cde2513d61c89641c2ef83007d150df0ed11baa7e0b65c07e96b0
eb1-lay,eb1-lay-s2,2,90.728,90.728,eb1-lay-s2-4886473.out,8b0426930d8833ed8e7b2d11864d1813cd468766743fab53ffc614ce3f27f049
constant-1e-6,i3a-1e6-s0,0,69.908,69.908,i3a-1e6-s0-4700620.out,08450ea72ab304dd1d64b851ecc24244852ad80d9fc578312cb6e8d9f5cb4ef9
constant-1e-6,i3a-1e6-s1,1,68.91,68.91,i3a-1e6-s1-4700634.out,544c2f8c7e22adf440e57492b2fcd105de403ae04cf6f7dd34dd8ab584ba0194
constant-1e-6,i3a-1e6-s2,2,69.674,69.674,i3a-1e6-s2-4700648.out,4c29c41d9cb9e4929f754a7560fd3a95774c3302abe12ea8699744398d8f197b
constant-1e-5,i3a-1e5-s0,0,84.934,84.934,i3a-1e5-s0-4700622.out,0aa1bb8bc2ef84da524ae797e79820bde42849c0450678d6e73cbbb14803fe8d
constant-1e-5,i3a-1e5-s1,1,84.712,84.712,i3a-1e5-s1-4700636.out,7becfe18f15982f224a7ac5769e15f4161b16acf38db96818fe4f10d8f643535
constant-1e-5,i3a-1e5-s2,2,84.296,84.29599999999999,i3a-1e5-s2-4700650.out,e74e253e2b783b4ca0774656629ab035520114db2951d4c1e1d54351bab72cfd
constant-1e-4,i3a-1e4-s0,0,91.43,91.43,i3a-1e4-s0-4700624.out,22a7a9370823008650e172588e3926f3d22f2e915aabe7399f2a0890062658d3
constant-1e-4,i3a-1e4-s1,1,91.448,91.448,i3a-1e4-s1-4700638.out,dbc1f33370860a13f594f7338f25515c602f5b2166cbf75c82dd23a2898af59d
constant-1e-4,i3a-1e4-s2,2,91.296,91.29599999999999,i3a-1e4-s2-4700652.out,a9ad1d4e7887d120fd58f0afca8de3fc24552c60fd882b08cf47b9bf98dead9b
constant-3e-4,i3a-3e4-s0,0,91.732,91.732,i3a-3e4-s0-4700626.out,6f3f9b33467e9e2c1eeac7ea179ea103dcfaf33cd8745b7621e75dfc1a6cb249
constant-3e-4,i3a-3e4-s1,1,91.62,91.62,i3a-3e4-s1-4700640.out,ff8584e18ebde2f94bfa6f04a2268877cf145e271bb319278bfcbc5092e98da4
constant-3e-4,i3a-3e4-s2,2,91.948,91.948,i3a-3e4-s2-4700654.out,c1a025096982265f178ef69c1d1b5741ca0d354f3b1ec60641967c0d81a89071
constant-1e-3,i3a-1e3-s0,0,88.852,88.852,i3a-1e3-s0-4700628.out,49ef8f1d0a89fa50e995817add6a6fd37a49c66eba4b3dd2e7811ad6d440a040
constant-1e-3,i3a-1e3-s1,1,89.248,89.248,i3a-1e3-s1-4700642.out,389b1ab81141fe2e8ffc7cec39914ad61283a167b50313f28bdcde382c326e6d
constant-1e-3,i3a-1e3-s2,2,90.158,90.158,i3a-1e3-s2-4700656.out,235f9d734eeedfddb77de1666b76adb6b063ab44b62b2979560beae8aca07155
constant-1e-2,i3a-1e2-s0,0,68.59,68.59,i3a-1e2-s0-4700630.out,f423159bdb0117151b8e6c46599180d1c82df14bc9e14945612751c627839e14
constant-1e-2,i3a-1e2-s1,1,68.548,68.548,i3a-1e2-s1-4700644.out,dcc6b2ae1e03299e2ca2193d8bd9d4fc0fa4a3e59d7dab13a92c3e63d89b1ad4
constant-1e-2,i3a-1e2-s2,2,74.466,74.466,i3a-1e2-s2-4700658.out,4faaae28ec11cac3919a2d1b1af5b9c06c6fc0a4be9cc446b9d3709cb6492bfb
constant-1e-1,i3a-1e1-s0,0,12.586,12.586,i3a-1e1-s0-4700632.out,d2a82a38fb17c91e90520e2888ef77c376fe0465ff587a385de2c7dd028c16ab
constant-1e-1,i3a-1e1-s1,1,10.0,10.0,i3a-1e1-s1-4700646.out,623f359af09b7f618424b2d0e58d84b54b79639e7f92d62a52341786491947fc
constant-1e-1,i3a-1e1-s2,2,16.226,16.226,i3a-1e1-s2-4700660.out,87420df42f59502fb1fbe16991be6414cbc9ea08ff4e23856f637d595f7a89b4
meta-1e-6,i3b-1e6-s0,0,91.648,91.648,i3b-1e6-s0-4700621.out,706f844e2a5ef37fe215e169dbe84649f9301dc875410b66f13fa62183b9025f
meta-1e-6,i3b-1e6-s1,1,91.41,91.41,i3b-1e6-s1-4700635.out,027a70dacf28eabbd6fd22cfd7b8be409e66c04804a7e8ef58c890b966997ddf
meta-1e-6,i3b-1e6-s2,2,91.714,91.714,i3b-1e6-s2-4700649.out,9fa2bbcdbd27832533e16adb0d5a161c352a07822f9936a3aecced94b6746375
meta-1e-5,i3b-1e5-s0,0,91.75,91.75,i3b-1e5-s0-4700623.out,b2cf218e522cfb5fd39fb9bef9e445617faf26685623d89422acc0f0257d7ff1
meta-1e-5,i3b-1e5-s1,1,91.322,91.322,i3b-1e5-s1-4700637.out,5e56989a81b3538e3ccc31c4833a84dc6e640c1634f68e3991d7ae85ef87594f
meta-1e-5,i3b-1e5-s2,2,91.592,91.592,i3b-1e5-s2-4700651.out,afc98f1af3e773b2c174c4428985295af90cecef3062cc5feae3337c1aa25ccf
meta-1e-4,i3b-1e4-s0,0,91.672,91.672,i3b-1e4-s0-4700625.out,60d45d121a7fbbe686fe4769fa5dccb680c01e095cb8975884377029e5f12dc4
meta-1e-4,i3b-1e4-s1,1,92.21,92.21,i3b-1e4-s1-4700639.out,92b232dd9fc478d7b0aff83658e22b106886fe9a01d51dd02495be834c3366a8
meta-1e-4,i3b-1e4-s2,2,91.606,91.606,i3b-1e4-s2-4700653.out,a485402d2ddaf548322c3707426c32a40046c7c23cbff63f76ee16d97a9eb916
meta-3e-4,i3b-3e4-s0,0,93.194,93.194,i3b-3e4-s0-4700627.out,0d6c349f2a2f5a32be2d7cedb076b123b62b72a0a1d54b4ccebeede769d32354
meta-3e-4,i3b-3e4-s1,1,93.284,93.284,i3b-3e4-s1-4700641.out,42f80180bc92df1cdd88bf75f9fc738a2f95501acd2d98186ed2e840a1221680
meta-3e-4,i3b-3e4-s2,2,93.474,93.474,i3b-3e4-s2-4700655.out,69f878696bef54420859c58e6d3211ac19263184f894af8f14c0e47ad7978fc6
meta-1e-3,i3b-1e3-s0,0,92.19,92.19,i3b-1e3-s0-4700629.out,83577e1e576f9f0a3a5af6b3855374acd18f1756eef7a3c5f448adb44d2f076b
meta-1e-3,i3b-1e3-s1,1,92.216,92.216,i3b-1e3-s1-4700643.out,593cda8123a68197f7bbd9e06c0f7d90e1277e78388e8836739c92155624ae29
meta-1e-3,i3b-1e3-s2,2,92.222,92.222,i3b-1e3-s2-4700657.out,49a7f5db8e3feb5c54e7869cf41cc124cc6baf25863a71f605298d9798d01fdc
meta-1e-2,i3b-1e2-s0,0,90.208,90.208,i3b-1e2-s0-4700631.out,b95080d723782d7e5bd81558449cf5cb734a05dc432aebd9b832f74d5c5579f1
meta-1e-2,i3b-1e2-s1,1,89.958,89.958,i3b-1e2-s1-4700645.out,cae2f5111f633b90e5fea1791f7fa93c9f3d272feaf08f1c944f315943453ef5
meta-1e-2,i3b-1e2-s2,2,90.098,90.098,i3b-1e2-s2-4700659.out,0c7ca773c4167070efcd8aa08f1a7fa32899769b635af497ea9c82afc0252fce
meta-1e-1,i3b-1e1-s0,0,86.994,86.994,i3b-1e1-s0-4700633.out,e02ae90bc954538a79fb2a37c374730a7244ccd5b24d3344232bc465ecc4c146
meta-1e-1,i3b-1e1-s1,1,80.468,80.468,i3b-1e1-s1-4700647.out,7bb6d3ba8b0c905c1dad79bd834282a1ff0aa079f9d4a1b5e101c9ae6fb70eca
meta-1e-1,i3b-1e1-s2,2,10.0,10.0,i3b-1e1-s2-4700661.out,c3afb8c83d989f7349b113036b42c1cdcafdf00f57e0c7fe79f9001aff9bc33a
cosine-1e-6,i3c-1e6-s0,0,63.594,63.594,i3c-1e6-s0-4700694.out,492555e6d324fa736f7d4a6d7adbad77408a25f24fda6a94646c9931abb03942
cosine-1e-6,i3c-1e6-s1,1,62.77,62.769999999999996,i3c-1e6-s1-4700695.out,d37c1780d3bae6b2ac7f2821aea2aac2559ef597330f6ddb88f0b6ea0f7bb227
cosine-1e-6,i3c-1e6-s2,2,63.9,63.9,i3c-1e6-s2-4700696.out,89219d9c68e59af5ced7d758361c45b12e61e3cf89c4c5ff2f2c54ad2d474ec7
cosine-1e-5,SW_1e-5_s0,0,84.008,,,
cosine-1e-5,SW_1e-5_s1,1,83.82,,,
cosine-1e-4,SW_1e-4_s0,0,93.234,,,
cosine-1e-4,SW_1e-4_s1,1,92.974,,,
cosine-1e-4,i3c-1e4-s2,2,92.878,92.878,i3c-1e4-s2-4700700.out,2f33d3cbe9b7fa3404d2912bf6d3bf38a8a2e6309e597bb48fa87a951b85d9c1
cosine-1e-4,i3c-1e4-s3,3,93.008,93.008,i3c-1e4-s3-4700701.out,09263407b631d151d69a8c07f2e440829a29b3e3c8e313e05f4f8e67985835e3
cosine-3e-4,SW_3e-4_s0,0,94.16,,,
cosine-3e-4,SW_3e-4_s1,1,93.998,,,
cosine-3e-4,i3c-3e4-s2,2,93.88,93.88,i3c-3e4-s2-4700702.out,ddc0bf619f9b55c3c9247c4a91046099e1dc2669eacf73ca0c3f7b8e6e7a5bff
cosine-1e-3,SW_1e-3_s0,0,94.2,,,
cosine-1e-3,SW_1e-3_s1,1,94.256,,,
cosine-1e-3,i3c-1e3-s2,2,94.5,94.5,i3c-1e3-s2-4700703.out,181e957e92c2965b67bb7dcedda8fbc04b685a30e1894bfb62a2eaad238e482d
cosine-1e-2,SW_1e-2_s0,0,93.756,,,
cosine-1e-2,SW_1e-2_s1,1,93.884,,,
cosine-1e-1,i3c-1e1-s0,0,65.806,65.806,i3c-1e1-s0-4700697.out,1e5cbad1b1da29736eba7ec61d0d678ef0e0a9dcfae7fd5e61a40117eaa7cb89
cosine-1e-1,i3c-1e1-s1,1,64.798,64.798,i3c-1e1-s1-4700698.out,bd057b5d83d08a8aad6f6a14f28133dde30a5e4d84ea2569dc82fb48e51ed0ef
cosine-1e-1,i3c-1e1-s2,2,64.762,64.762,i3c-1e1-s2-4700699.out,4a982265db5212038d4a36a2f5443944eb3e29152394e8c1075e8e4517d16b27
bl-sgd-01,bl-sgd-01-s0,0,95.18,95.17999999999999,bl-sgd-01-s0-4687281.out,d20db16ae7d502e80d3896b07b83109dcca2e4295278f813d84895fa40d3880f
bl-sgd-01,bl-sgd-01-s1,1,95.282,95.282,bl-sgd-01-s1-4687285.out,0f5e5ccbc30a7502b78a989b8f30c463392f22186f749e30c504d265a08a92eb
bl-sgd-01,bl-sgd-01-s2,2,95.038,95.038,bl-sgd-01-s2-4687289.out,9e384bc73c6b62cec4c89d4e8ceb81185c30c28e536b6985593a5e186376888a
bl-sgd-01,bl-sgd-01-s3,3,95.04,95.03999999999999,bl-sgd-01-s3-4687293.out,2ef6c8096fd2c37bdb568a34b14d3913ae65bb8d56c4147e3bfef710962dc186
bl-sgd-01,bl-sgd-01-s4,4,95.082,95.08200000000001,bl-sgd-01-s4-4687297.out,6c758a44f735f6aa43fb7c49202fd8805c499de2e3f9812edf1d845473d60a96
cru1-lay-m1e-3-a1e-3,cru1-lay-m1e-3-a1e-3-s15,15,69.482,69.482,cru1-lay-m1e-3-a1e-3-s15-4920453.out,abb4b67a69641da6011d5eba3c289368f1c3a14e9240ff48b6dd36653b4c64ad
cru1-lay-m1e-3-a1e-3,cru1-lay-m1e-3-a1e-3-s16,16,69.936,69.93599999999999,cru1-lay-m1e-3-a1e-3-s16-4920473.out,0e5d82158c481a57f18bb3ce7677c48498d3be49b1624762b8a9ef292382c2c0
cru1-lay-m1e-3-a1e-3,cru1-lay-m1e-3-a1e-3-s17,17,70.1,70.1,cru1-lay-m1e-3-a1e-3-s17-4920493.out,fc5bd6848c3e89e527f3b6dbbcbe3eb46b67edd00c15cbeb402a3965a806ac58
cru1-lay-m1e-3-a1e-6,cru1-lay-m1e-3-a1e-6-s15,15,68.958,68.958,cru1-lay-m1e-3-a1e-6-s15-4920461.out,268b6df6c4ed74a6e6e3b33c9618658284fdf22a3c9e195cda069eb9be5a9eb8
cru1-lay-m1e-3-a1e-6,cru1-lay-m1e-3-a1e-6-s16,16,69.878,69.878,cru1-lay-m1e-3-a1e-6-s16-4920481.out,02c92c06dcd8eb0d7784c07e22095fc499b31b9285f2a6f263c5d15da0c9e30a
cru1-lay-m1e-3-a1e-6,cru1-lay-m1e-3-a1e-6-s17,17,69.816,69.816,cru1-lay-m1e-3-a1e-6-s17-4920501.out,068225011e87b84b99ffdb586c68adf5530c4b458cc9cfa4eed9327a22362518
cru1-lay-m1e-4-a1e-3,cru1-lay-m1e-4-a1e-3-s15,15,70.684,70.684,cru1-lay-m1e-4-a1e-3-s15-4920449.out,d820092b809656f45d36e9029043be16bd436dc335996cbbe6a27504f04692fb
cru1-lay-m1e-4-a1e-3,cru1-lay-m1e-4-a1e-3-s16,16,71.552,71.552,cru1-lay-m1e-4-a1e-3-s16-4920469.out,d207a88235ffd29c11433f72ad4a9d575e545ceab7bad1ed59c69a1852bb6dea
cru1-lay-m1e-4-a1e-3,cru1-lay-m1e-4-a1e-3-s17,17,71.012,71.012,cru1-lay-m1e-4-a1e-3-s17-4920489.out,eb136832e8c32de439cf753df1104b966385e95217972282d705b3bec2549991
cru1-lay-m1e-4-a1e-6,cru1-lay-m1e-4-a1e-6-s15,15,11.202,11.202,cru1-lay-m1e-4-a1e-6-s15-4920457.out,5e368bd370b3ddbed5e2f8fab5f10df3b9f67101b0dac9ddd5cc3174e19ccb1b
cru1-lay-m1e-4-a1e-6,cru1-lay-m1e-4-a1e-6-s16,16,10.726,10.725999999999999,cru1-lay-m1e-4-a1e-6-s16-4920477.out,b6b273171d4b439a2a0bb76ac7a5b0e5141950afe2d1741a70df1259705b1636
cru1-lay-m1e-4-a1e-6,cru1-lay-m1e-4-a1e-6-s17,17,10.944,10.944,cru1-lay-m1e-4-a1e-6-s17-4920497.out,eccced7aabc67d409a15286873ca84da74a5ea6d1672844885ed2438f753a1e0
cru1-lay-m1e-5-a1e-3,cru1-lay-m1e-5-a1e-3-s15,15,32.346,32.346,cru1-lay-m1e-5-a1e-3-s15-4920445.out,297bbfcd51edf6d8865d8019dedf04373088da5f80e9f18b2c394376cfa1208c
cru1-lay-m1e-5-a1e-3,cru1-lay-m1e-5-a1e-3-s16,16,32.94,32.94,cru1-lay-m1e-5-a1e-3-s16-4920465.out,5a92be485434811f20c0f5f108df1182017ea706979939bec157c1adc589478c
cru1-lay-m1e-5-a1e-3,cru1-lay-m1e-5-a1e-3-s17,17,31.676,31.676000000000002,cru1-lay-m1e-5-a1e-3-s17-4920485.out,bcac9e2940511e40ab0190d4aaa5b7479c4180494b2df99d4afaf656a7c3a97d
cru1-lay-m3e-3-a1e-3,cru1-lay-m3e-3-a1e-3-s15,15,69.7,69.7,cru1-lay-m3e-3-a1e-3-s15-4920455.out,415aacfa8c7e9e1567ec85e095d84ec179643231a5c2290285ac924c66d83d02
cru1-lay-m3e-3-a1e-3,cru1-lay-m3e-3-a1e-3-s16,16,70.202,70.202,cru1-lay-m3e-3-a1e-3-s16-4920475.out,f075c7a129672f8653d14cbaa8bb5a702040bf67457cacc7d3adbda0874a0d30
cru1-lay-m3e-3-a1e-3,cru1-lay-m3e-3-a1e-3-s17,17,69.666,69.666,cru1-lay-m3e-3-a1e-3-s17-4920495.out,c270314ffffac46c57a8769ad1531e94a6f9377a2960367a171b78a469afd50a
cru1-lay-m3e-3-a1e-6,cru1-lay-m3e-3-a1e-6-s15,15,69.374,69.374,cru1-lay-m3e-3-a1e-6-s15-4920463.out,22fa98990c6ccf6ba62d2bdcb14bc1817a7e62b5b5ec440c8d92d96468093b99
cru1-lay-m3e-3-a1e-6,cru1-lay-m3e-3-a1e-6-s16,16,69.644,69.644,cru1-lay-m3e-3-a1e-6-s16-4920483.out,413c90e4e74a24815b7b198f4f6af81d7ce8d31864daca08e45dcead8fb2c29c
cru1-lay-m3e-3-a1e-6,cru1-lay-m3e-3-a1e-6-s17,17,69.812,69.812,cru1-lay-m3e-3-a1e-6-s17-4920503.out,94d9e62dbe6cff773a18e03c21a83b013ed03ac075131d6f3000591d53d66069
cru1-lay-m3e-4-a1e-3,cru1-lay-m3e-4-a1e-3-s15,15,69.664,69.664,cru1-lay-m3e-4-a1e-3-s15-4920451.out,d4398a3a244e34ca919ac49a6dcb88e0751ea3b9b73216cc878f916e1ef9194b
cru1-lay-m3e-4-a1e-3,cru1-lay-m3e-4-a1e-3-s16,16,70.336,70.336,cru1-lay-m3e-4-a1e-3-s16-4920471.out,e8b11fe8d9fc7878e1981d8864809d606f9869a41690ab145ba9871c7989016b
cru1-lay-m3e-4-a1e-3,cru1-lay-m3e-4-a1e-3-s17,17,70.578,70.578,cru1-lay-m3e-4-a1e-3-s17-4920491.out,94bcc702e9c6d0f267b363d24d5d31824950317e80b29e983c193767fceecc99
cru1-lay-m3e-4-a1e-6,cru1-lay-m3e-4-a1e-6-s15,15,67.818,67.818,cru1-lay-m3e-4-a1e-6-s15-4920459.out,6d0d99285b78660a03dcaa1e4c94b45b8cb127e6148d6c5eceffbfcf863a79b2
cru1-lay-m3e-4-a1e-6,cru1-lay-m3e-4-a1e-6-s16,16,68.592,68.592,cru1-lay-m3e-4-a1e-6-s16-4920479.out,fd4f879fa2cadc404b8839188df86fffc68f236f096c925568306a98a1658731
cru1-lay-m3e-4-a1e-6,cru1-lay-m3e-4-a1e-6-s17,17,68.468,68.468,cru1-lay-m3e-4-a1e-6-s17-4920499.out,c15380d0fb7f5103d134b9ee17419101b3f45028d2225c7fa5ff34cb19deb0d4
cru1-lay-m3e-5-a1e-3,cru1-lay-m3e-5-a1e-3-s15,15,53.602,53.602000000000004,cru1-lay-m3e-5-a1e-3-s15-4920447.out,26c7bc52cbe86eadd9a75f8881fb88971eaf56342bd11159b501a0f3f06351d9
cru1-lay-m3e-5-a1e-3,cru1-lay-m3e-5-a1e-3-s16,16,54.006,54.006,cru1-lay-m3e-5-a1e-3-s16-4920467.out,a11933b76b1db4573989c19c0378d3330d81011231fb46c6a149aeff517ab07f
cru1-lay-m3e-5-a1e-3,cru1-lay-m3e-5-a1e-3-s17,17,53.174,53.174,cru1-lay-m3e-5-a1e-3-s17-4920487.out,047e848d766c62dab5498622fae65c1f67a17686e4d179ab69a074a591c757ff
cru1-sc-m1e-3-a1e-3,cru1-sc-m1e-3-a1e-3-s15,15,23.132,23.131999999999998,cru1-sc-m1e-3-a1e-3-s15-4920452.out,9a3afdbd550e76a2bfed2e3c8b140e93594cd58c44b42b2b306780ce2ce199d1
cru1-sc-m1e-3-a1e-3,cru1-sc-m1e-3-a1e-3-s16,16,22.034,22.034,cru1-sc-m1e-3-a1e-3-s16-4920472.out,5ac4fc9959b32cf80e5f852b093462faa47d6d08a75df5e22c0679f569ed001b
cru1-sc-m1e-3-a1e-3,cru1-sc-m1e-3-a1e-3-s17,17,21.97,21.97,cru1-sc-m1e-3-a1e-3-s17-4920492.out,d22146568ba52deb35f7a800abe0a9881308b6e6cbb4951bcacebb59e2a05391
cru1-sc-m1e-3-a1e-6,cru1-sc-m1e-3-a1e-6-s15,15,23.74,23.74,cru1-sc-m1e-3-a1e-6-s15-4920460.out,983b971d8e1f10631a722d5ae1fc17b134915b2c3f8ee4bb8ba45d2dee6f7821
cru1-sc-m1e-3-a1e-6,cru1-sc-m1e-3-a1e-6-s16,16,22.52,22.52,cru1-sc-m1e-3-a1e-6-s16-4920480.out,ddd7e61291a1a7ab8993146a3da6e838514f390f85d61914eb32fb8f0dc377f2
cru1-sc-m1e-3-a1e-6,cru1-sc-m1e-3-a1e-6-s17,17,22.746,22.746000000000002,cru1-sc-m1e-3-a1e-6-s17-4920500.out,06badad95201ff6380fd26b4f57d7639289db44a1a18f358f669ef7fb1bab173
cru1-sc-m1e-4-a1e-3,cru1-sc-m1e-4-a1e-3-s15,15,35.832,35.832,cru1-sc-m1e-4-a1e-3-s15-4920448.out,171540fc15a53141cf8c6017785448b754b4d0f0371d02b780f649ac3877282c
cru1-sc-m1e-4-a1e-3,cru1-sc-m1e-4-a1e-3-s16,16,35.616,35.616,cru1-sc-m1e-4-a1e-3-s16-4920468.out,01650ef93307d80d90ea8b93edf7a55e2d67c095e8502e76cd96af8c5f50c9ff
cru1-sc-m1e-4-a1e-3,cru1-sc-m1e-4-a1e-3-s17,17,35.928,35.928,cru1-sc-m1e-4-a1e-3-s17-4920488.out,294a69b32857c6de8ad665ad822e180e251ed5fcb3823bb727f38ea7bd6cfded
cru1-sc-m1e-4-a1e-6,cru1-sc-m1e-4-a1e-6-s15,15,10.764,10.764,cru1-sc-m1e-4-a1e-6-s15-4920456.out,3f678e0bc31c864ba44039d4f7966cdea78e44a411dc9339a6060a1e840d2ff8
